4_1_n_affect_daily,4_2_f_affect_daily,4_nf_daily,aq_score,experiment,plot_4_1_n_affect_daily_x,plot_4_1_n_affect_daily_aq,plot_4_2_f_affect_daily_x,plot_4_2_f_affect_daily_aq
2.0,2.0,0.375,26,5,1.9626289085368502,26.03819057712462,2.011996250195243,25.716332215302
0.5,0.5,1.875,22,5,0.5118386358645075,21.841249057274243,0.4722722143393532,21.772139071229272
2.0,-0.5,0.125,23,5,1.9467925307349363,23.036523510040304,-0.4272931695936144,22.914217681923507
2.0,-1.5,-1.0,12,5,1.9395938475921475,12.256975841261658,-1.5266721201258304,12.062360407609544
2.0,2.0,1.0,10,5,2.019498534524904,9.696201525904053,1.9064109662853568,10.152656232571024
1.5,1.0,0.125,13,5,1.57306686119869,13.207680118852732,0.9245510062581009,13.30520262817097
1.5,2.5,0.875,11,5,1.3967380439365575,10.72434662052487,2.592576813641238,10.946510415416894
-1.0,1.0,1.5,32,5,-1.0731993480608863,31.774221641550515,0.9013218709413051,32.06799700968537
2.5,2.0,0.75,28,5,2.488129351823478,28.10996772769962,1.9185167679187656,28.251634125363886
-2.0,1.5,1.375,22,5,-2.0516723042934375,21.898674356883202,1.5782576213606265,22.119021993507758
0.0,0.0,1.0,14,5,0.08906460028021894,14.168697325660597,0.029608435130714133,14.061790701555836
1.5,2.0,1.875,15,5,1.6023261161354176,15.065369036926358,2.0421438622172885,14.97954359810145
1.5,1.0,-1.125,22,5,1.4176828578245195,22.282070344749688,0.9112420328295765,21.959821744257304
3.0,3.0,-0.875,15,5,3.009532713833301,15.116353304861184,2.9602981253246763,14.75667991217284
0.0,0.0,-2.25,14,5,-0.07322818406688544,13.79185337209464,-0.036142295824418386,14.236984816063943
1.5,2.5,-1.875,13,5,1.572232051237383,13.203224753205062,2.4683577181777356,12.807324955474582
2.0,2.0,0.875,22,5,2.0487044308715783,22.037765944877954,2.1040974680980704,21.817617554121746
2.0,2.0,1.25,22,5,2.0266471631917184,22.100621196512748,2.023294256000056,21.899718919315852
2.0,2.0,0.5,19,5,2.0925451754885462,18.698263042996018,2.0802489010733263,18.877408023190025
3.0,3.0,0.0,17,5,3.006815257894984,17.067130867812104,2.952671367287185,17.211563557344054
1.5,1.0,0.625,17,5,1.425061369294466,17.15981653115386,0.9786233695363782,16.948843004774016
2.5,1.0,0.5,18,5,2.5432966999231224,18.02533758943128,1.003665582211504,18.02114694066361
1.0,1.0,1.75,26,5,0.9766769489177723,25.859939769515073,0.9986153681455391,26.254059310674226
0.5,2.0,-0.375,12,5,0.41732640485006456,11.968028622211161,2.0392387574533974,11.710597156866198
2.5,2.0,3.0,24,5,2.410012325893625,24.22591682557066,1.9040429786811308,23.83783408300172
2.0,1.5,1.25,22,5,1.940131022863691,21.83967481340442,1.5271918959720447,21.947022726547996
0.0,0.0,0.125,21,5,0.06762503922556536,21.207269705366773,-0.0046129659473418865,21.319359409769294
1.0,1.0,0.5,26,5,0.9901965850547471,25.95598604642738,1.0727681335883543,26.201806276148886
